PetID,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4
0d94f0378,-2.029736,0.6668953,0.48018152,0.47499785,-0.04705889
0dff88b6f,-1.9508713,0.6731955,1.4237982,0.8018626,-0.9153367
0e4049f6d,-2.3164806,-0.39082566,1.1844864,0.89948356,0.60065174
0e52438a0,-3.3437078,-1.0348374,0.31165922,0.6932906,3.0094361
0e73648e8,-1.416984,1.7094394,0.19116537,-0.22918007,-0.72736305
0e80de8ac,-2.2432113,-0.25043792,0.91978675,0.4112791,1.0956639
0eba510fc,-2.0626884,0.3834686,0.5545471,0.51909566,0.6358268
0ed23a049,-2.349744,0.4808744,0.48629475,1.0617044,-0.12303435
0edacb2ed,-1.2521421,0.5351871,0.2474641,0.09640522,0.44680423
0f366f264,-1.4271948,0.04792297,1.3148232,1.0505755,-1.4057226
0f58e5dd5,-0.03255213,0.20277503,0.29590744,0.20706968,-0.6763081
0fa39858f,-2.3200345,0.9244621,-0.016956424,0.8617052,0.056515805
0ffe99b25,-1.3878729,-0.18151525,0.37291914,0.532577,0.81800705
10554e146,-2.6374247,-0.39330497,1.2237005,0.8383833,0.8492056
1067bd14b,-1.1552527,0.72397196,0.21241201,0.15369019,-0.10149569
106f7b51d,-2.6551168,1.7334119,0.56646466,0.9830577,-1.1124791
109d21b69,-2.3801866,-0.013670318,-0.44870996,0.22923116,2.5013175
10a3c8b71,-1.6314529,0.8805733,0.6054785,0.6211442,-0.94673145
10a6c97d5,-1.8960264,-0.07767431,0.8434217,0.1244023,1.0415269
10b9af23d,-1.9971046,0.69679195,0.5147125,0.15221919,0.15344976
111748c15,-1.8398107,-0.10301346,1.8399569,0.98819274,-0.88128704
11b3fd45f,-2.6157472,-1.657572,-0.17930804,1.0669138,3.3298607
13469fc6a,-1.9526496,1.134718,1.0503436,0.60591835,-1.086138
1377d2c0e,-0.8168294,0.92945266,0.80090684,-0.15502429,-0.67043096
13b807376,-2.6448271,-0.5738996,1.1428359,0.7692377,1.4127871
13e385580,-1.9622173,0.82129484,1.5008284,0.10445531,-0.7228951
1498a5e81,-1.8433149,-0.22080594,0.03530541,0.90724057,1.0428252
14fb52f07,-0.9820468,1.9044185,0.8823266,-0.32429114,-1.5335034
151d50f53,-1.8353688,0.27722064,0.47690937,1.0485306,0.24735525
157e3e074,-1.2770312,0.3249741,1.0163325,0.3550083,-0.78624797
15a06cb97,-0.7945897,1.1897354,0.93088,0.23125203,-1.7894248
15b27df66,-2.4814997,0.73741066,1.6432838,0.84450674,-0.9610405
162c1d98a,-0.92981493,0.08581277,0.72536993,0.23103733,-0.41631928
1633b105b,-2.98907,-0.13288024,-0.1329857,1.2401843,1.8052894
1683f03de,-1.779471,-0.99774754,0.17903556,0.24002971,2.1200202
169184766,-2.4663832,-0.8487771,-0.037815534,0.96416837,2.279935
173fa657f,-0.75225455,0.4897925,0.44224817,0.31120884,-0.5485066
1811b1412,-1.2370074,0.23260131,1.0179079,0.08806962,-0.14964539
1894ab073,-2.4217658,0.29602283,1.1420579,0.20227085,0.5415768
18dab2783,-1.8458232,-0.19948703,0.5682035,-0.107654974,1.455162
18e41c818,-0.77688134,1.6145477,0.44288796,-0.4710751,-1.0664762
1940d9eb3,-0.30709657,2.1364498,1.029015,-0.41701278,-2.777035
196504d88,-0.8112592,1.172184,0.5725049,-0.11547844,-0.82499313
19d8b1d8e,-0.60543054,1.0989,1.0458968,-0.347839,-1.2519016
19e701fea,-1.4151914,0.5668577,0.51380163,0.0717022,0.13310474
19efe1616,-3.1389418,-1.1058084,0.87614363,1.0418248,2.3805943
1a085d132,-1.393339,0.35436714,0.10533583,0.34286156,0.666091
1a3a45096,-2.8351545,0.31179163,0.7712325,1.3594576,0.46507487
1a53ed96d,-0.60223585,1.0437399,0.5365536,-0.17453083,-1.0210395
1a983eced,-1.4773804,0.5928094,0.46151224,0.015992474,-0.007482492
1aaa74b35,-1.9953897,0.8299557,0.8751528,0.45210192,-0.00030215876
1ad691ca4,-2.572971,-0.050274454,0.7125471,0.8658094,1.4774026
1b752d78e,-2.195444,-0.500409,0.4065912,0.4567391,1.6835258
1bea097f1,-2.6204934,-0.19349632,0.41352898,1.1860156,1.1686282
1c2dfa92d,-2.10306,0.49847248,0.36174926,0.22187291,0.89939374
1c3793826,-1.9744787,-0.46356878,1.7002747,1.1858628,-0.6150902
1c4d99f6e,-1.7587067,0.37506017,0.533133,-0.094693676,0.7172801
1d6a1b32c,-2.788947,0.75742096,1.4470586,1.4757667,-0.97205156
1dfcfe139,-0.605793,0.12798056,0.4183881,0.00034962967,-0.011788443
1e140177f,-3.4967663,-0.3642188,-0.15897904,0.8893316,2.5021586
1e45f7387,-2.3018155,-0.32620612,1.6611724,1.0079015,0.11189501
1eeb4ea81,-1.9344975,-0.14835474,0.4659919,0.758341,1.172427
1f4871c30,-3.3718731,-1.0466976,0.05063454,2.0815594,2.6081185
1fecd2bab,-3.1599755,-0.04876954,0.73261315,-0.50822383,3.3107183
20336bf88,-1.1870992,0.2070103,0.47698754,-0.33596826,0.6534568
2099c09a0,-2.151573,-0.21120939,0.5668177,0.5828091,1.19898
210c4a637,-1.4612954,0.82412714,0.7641163,0.10844436,-0.5733766
21206933c,-1.3122262,0.67464465,1.5056429,0.15226416,-0.8680786
21fcd15c6,-2.0432115,-1.1184899,0.46052745,0.6911022,1.8642436
22987c7fb,-2.1900823,0.6247131,0.8288006,1.4521482,-0.6472919
22de1a590,-1.7070608,0.5124049,1.4332412,-0.2345531,-0.09049216
23adab0a9,-1.296458,-0.22379932,0.44444257,0.28470138,0.924806
2405c5660,-1.6015065,-0.46568105,0.40050626,0.28026035,1.17309
240ddd506,-1.0000331,0.3434461,0.36657494,0.14464037,-0.08478892
24afd5f54,-1.5639517,1.2061191,1.0178257,0.64069396,-1.6974769
24dbfaf39,-1.3471291,0.83553755,0.7306564,0.24897821,-0.5489822
24ee3b57d,-1.8361516,0.9433945,1.4124298,1.1008767,-1.2610148
25fb57849,-3.106581,-0.53527886,0.7159757,0.18328212,2.511396
267f0065c,-1.0330603,0.04406265,-0.15307058,0.08051148,0.8508818
26901ccb0,-1.6594574,0.7035441,0.94773585,0.9949985,-1.1276994
2691a20c0,-2.2809,-0.36164442,0.3892057,0.8310209,1.5194086
26e02fdeb,-2.7206686,-0.92815495,-0.43355775,0.98198193,3.3602035
277f93a50,-1.6981992,0.53675264,0.5515332,0.72548586,-0.38369173
27e74e45c,-1.8262407,0.6721575,1.0717739,0.29154292,-0.055701785
289d0bc8a,-2.0056443,-0.27703333,0.90447056,1.2454338,0.035026036
28c3c4264,-1.2139094,0.69732887,1.3935646,-0.35039288,-0.8801763
28ec2de89,-1.4452156,1.6035755,1.4598765,0.2897104,-1.9355409
29193bf76,-2.4675689,0.45529538,1.8665951,1.2096184,-1.1145114
29a2ecf1f,-1.5716783,0.9317731,1.0617387,0.43542704,-1.0011717
2a9fd8dcd,-2.0977812,-0.28181833,0.23054494,0.9855054,0.9292508
2ad565311,-1.7345355,0.16511141,0.07860462,0.45733568,0.75370187
2b6e5343e,-1.7668382,0.19893472,0.11523742,0.758348,0.6604589
2b9fd4034,-1.3301824,0.22274214,1.3574406,0.25054872,-0.6928483
2ba66d1e1,-2.760127,-0.48363253,0.33532128,1.2794503,1.4228886
2bcab4c4e,-1.4551133,0.15251541,0.9876899,0.35531676,0.083643585
2be9fa813,-0.36775088,0.8730055,0.63549244,-0.3874058,-1.1573079
2bf49ebb9,-1.0975584,0.889953,0.010816406,0.3224963,-0.030840015
2c08a034c,-0.95163643,0.20341724,0.5029141,-0.06616391,0.13305451
2cf4d18e3,-0.7133408,0.79784733,0.8384766,0.053293522,-1.2450374
2ef8bed36,-2.2966704,-0.37842926,1.8137931,0.80719435,0.14415243
2f2f38f47,-2.2012029,0.3571254,0.3284425,-0.031786397,1.1491201
2f3bed708,-1.8904972,0.35393155,1.7764825,0.76609033,-0.80615485
2faee359e,-1.3630018,0.8816751,0.7060683,0.31333828,-0.6336792
3005b75eb,-2.4152253,0.66700506,0.8264812,0.5964089,0.39091918
301a245e6,-0.7407614,0.5830904,0.58778363,0.09452173,-0.5892722
30506e8c1,-1.1941904,1.5779428,1.3412164,0.18843655,-1.8180106
3086dc257,-2.9666936,-1.2198846,-0.16252728,0.58862936,3.43903
3091d24f7,-1.7579104,-0.27005595,0.17895067,0.33984086,1.4690644
31a2e04d7,-2.5344627,0.5292463,-0.16324498,0.701577,2.1622207
31c2215c1,-3.3601203,-1.1988516,0.26778075,1.1815861,2.9698367
324266c95,-2.191436,-0.3941582,0.93130845,0.63222873,0.9303694
326355730,-1.7411655,0.7813553,1.0445648,0.38486353,-0.67755836
3264fe773,-1.5388778,0.25854942,0.78316593,0.17014582,0.2874598
33752346b,-1.9053321,-0.14458442,0.5935599,0.4878126,0.8632057
33a9dff78,-2.035378,-0.4035546,1.0008634,1.0478016,0.04491507
344b9632c,-1.1439439,0.38444683,-0.57603645,0.019989874,1.3431021
35178a75a,-2.0786204,-0.61313725,0.95539415,0.6090031,1.0442238
355e3bdc5,-3.0821004,-0.13101715,0.921154,1.9496334,0.26494125
35907f15e,-1.6200762,0.4740849,1.0216128,0.4950749,-0.46059555
359dd0b52,-1.9767826,1.0611478,0.53512484,1.2133976,-0.9989169
35ce89b5c,-2.0529592,-0.11572371,1.2336149,0.93069637,-0.024193265
3613869b2,-1.4978602,-0.6991454,1.126216,-0.031062726,1.0099646
3653c9384,-1.2379339,0.4376935,0.84563303,0.2725602,-0.4979076
365f29337,-2.1678479,-0.7147682,1.2166829,0.7994395,0.9980502
366a4544f,-1.7684171,-0.22330114,0.60021096,0.9582792,0.28843793
369197890,-1.6205363,0.60646355,0.3754118,-0.47582707,0.75608855
36a9087d7,-0.83090156,0.30808648,0.5521196,0.27878064,-0.011892267
36edc334e,-1.9692696,-0.35136223,0.71974874,0.5997246,0.8471577
3711579ed,-2.5632498,-0.25513527,1.4891367,0.63627636,0.64105636
378059791,-0.84323585,0.06448674,0.4741556,0.015072625,0.079221
37f127385,-1.5328205,0.8682122,0.87395704,0.34407184,-0.4907856
37fb97f8b,-2.442238,0.052469745,0.12647626,1.3027145,0.69161433
380eaa884,-3.1157658,-0.67349553,0.3557716,1.137623,2.0916789
3828225de,-2.7887821,0.034363963,1.0322492,1.0943973,0.5699324
382cc2865,-2.018304,-0.20040712,0.347181,0.69407237,1.0632241
38664cbf0,-1.2210395,0.21053267,0.25348344,0.20718287,0.59483564
386e1a0fd,-3.4792838,-1.1225106,0.89096546,2.0257044,1.789779
39816161d,-1.2809798,1.3393525,1.5579087,-0.34167248,-1.3936132
39ba962ef,-1.9269012,0.69875574,0.8331751,0.6589978,-0.37488055
39ef18e70,-1.4791775,0.2426627,0.24397285,0.39304549,0.332602
3a0e3b527,-1.0587767,0.71331567,-0.25825384,0.5151404,0.017683685
3b1976326,-2.1674106,0.5299714,1.2138401,0.110137895,0.32435402
3b4f31dc0,-1.6942656,0.19232306,0.4901278,0.4029494,0.5067644
3ca799ab8,-1.661221,0.49700087,0.25538754,0.110333666,0.77457213
3d13aab91,-2.0167613,0.77046585,0.78523874,0.40919408,0.20987211
3d2745318,-1.2447346,0.75464475,1.3695035,0.2771472,-1.1146092
3d277ebe6,-2.5877771,-1.09357,0.21957886,1.0287354,2.2343154
3de1d3794,-2.3865843,0.60863125,1.2269479,0.97048956,-0.48643938
3e101e353,-1.5218077,0.116413325,0.5771283,0.0987068,0.4156362
3e2cc2690,-0.8490542,0.42425403,1.0844038,-0.1410548,-0.3865065
3e4f81782,-1.900217,-0.06395794,0.78009975,1.0729957,-0.08058529
3ebb0dd45,-0.8652639,1.0485749,0.63140297,-0.2882761,-0.7496031
3f109dab7,-2.0564177,-0.2774379,0.3949465,1.4903591,0.2513207
3f1b7bea6,-2.4122934,-0.14435658,1.2577926,0.4912832,0.8102555
3f5ec6144,-0.39949903,0.86341286,0.9881918,-0.337269,-1.1996446
3ff4a6c99,-1.0961773,0.26161832,1.0325463,0.5321499,-0.7581535
400c2ccab,-1.2757109,0.2153035,0.7548744,0.40149534,-0.29689774
403aa5c4b,-1.0255313,0.44403568,0.343974,0.53233206,-0.22837448
40bd89515,-2.4593914,-0.51738596,1.8519863,1.3832145,-0.46445456
40d430494,-2.2945385,-0.024395771,0.3227579,0.70237607,1.30241
4137d96a2,-1.3414382,0.38513368,-0.23138808,-0.1591203,1.1192465
417c09a08,-0.77865183,1.2409134,0.6092565,0.3422465,-1.5549524
4263cc9ed,-1.875661,0.06578749,0.26710582,0.3159214,1.2109619
426bb5e4c,-2.352026,0.6459774,0.8156203,-0.07243588,0.75473547
43021e4ed,-2.4095092,0.4641053,1.0310411,-0.19483638,0.82744294
4302e8f50,-1.5507782,0.9481204,0.22822186,-0.11925651,0.40924054
4370b5ff7,-1.622047,0.65360475,1.0502021,0.64409053,-0.91299
43b5d3f4d,-0.8336141,1.3620217,0.46906346,-0.530133,-0.5317971
43b6e3f2a,-2.3930798,-0.36735067,0.935585,1.0062355,0.81481606
43c623f94,-2.6882873,0.38746828,1.0848864,0.89494497,0.3393869
43e4cb788,-1.0257998,0.38582987,-0.19445631,-0.47174302,1.2518374
4409a68b9,-1.6203641,0.70516765,0.76630455,0.50756323,-0.47864547
4446dde7e,-0.64505345,1.5505881,0.48393404,-0.9785454,-0.5036581
445c703ff,-1.5525473,-0.09131356,0.42524445,0.4184339,0.67221814
44da8c2a0,-1.5475736,2.1855426,1.0653566,0.6090897,-2.4395127
4529e91da,-1.8646787,0.5831572,0.8713827,0.69973123,-0.4328058
456c7a365,-2.312676,-0.27713072,0.6846481,0.5330207,1.1346549
45d2ddcb8,-2.9768262,0.15914382,0.8635028,1.2228681,1.0625035
467bd5bc8,-2.4218416,-0.9458884,0.9832556,1.0428885,1.3916835
469bd2504,-2.681751,0.4390526,1.4026506,0.7749571,0.017073177
46b603304,-1.513212,0.8460452,1.1137173,-0.082434356,-0.32007012
474e70ba1,-1.3646713,0.38406804,0.009943777,-0.076804295,0.77156377
478312b59,-1.4669529,0.0282479,0.9276217,0.18722886,-0.07663173
47aacf137,-2.9023094,0.38403198,1.6407459,0.3257531,0.07431731
47fc12331,-2.3260996,1.0542309,1.4860742,-0.18180385,-0.3854817
480f33a74,0.14035708,2.1959717,0.8636874,-0.75498253,-2.6189802
488c8d0aa,0.08334353,1.2364368,0.80143356,-0.5607135,-1.8779038
48c5a3c40,-1.6242006,-0.0749348,1.2282759,1.5119013,-0.7701458
48f8d1d90,-1.6198313,0.18342625,1.2738876,0.6894077,-0.6874994
48fd10660,-1.8477291,0.11342159,0.60147303,0.7282417,-0.07610116
492fe3371,-0.68685085,1.6282086,0.9565304,-0.33727047,-1.3151342
495528ba4,-1.8975698,-0.3134616,0.2917407,0.90979964,0.7257702
49bb70e36,-1.0879835,1.5393127,1.1439967,-0.12796208,-1.8214101
49d1423d5,-1.7498744,-0.20339194,1.0889126,0.03992683,0.85033214
4b0662306,-1.7734618,0.30756062,0.17739159,0.102733225,1.3534968
4b7f7fcca,-2.2881076,-0.63432395,1.236505,0.7219666,1.0727007
4bbc7992a,-2.1880043,-0.22963256,0.5974822,1.1466415,0.41312253
4c0de1708,-1.9784509,0.18244539,1.1045301,0.89575654,0.11392299
4c1ac19c2,-1.1809702,0.20890239,-0.2077838,0.51205045,0.67415273
4c74d479c,-2.3030727,-0.51214844,0.48055354,1.0395904,1.3431637
4cdb41608,-3.019149,-1.0722255,0.77281636,0.49589553,2.6843846
4d0e2bebf,-1.7193186,0.33231187,0.1716312,0.1971236,0.7565999
4d74c2e08,-0.26899585,2.1572359,0.60081214,-0.74408174,-1.9630103
4dc92008d,-2.016085,-0.59963083,0.77114147,0.65102684,0.6746762
4dfd61242,-1.0527533,1.273999,0.79602927,-0.34293923,-0.94304883
4e9f82a98,-2.888286,-0.8161171,0.5785732,1.0991553,1.9843225
4ef15a1c6,-1.8491727,-0.671038,0.08880122,0.52205384,1.9239854
4f1d0410d,-0.9159088,0.5352569,0.21082139,-0.0682304,0.18168278
4f45bb293,-1.9433224,-0.29126257,1.6741929,1.5530119,-0.9149677
503a567ed,-2.1040342,-0.16567591,0.7479097,0.5502514,0.9280555
506697cb9,-1.9658811,0.03369099,0.36150715,0.71071935,0.601953
515462e67,-1.3451539,0.5719432,0.5054408,0.4529861,-0.23230794
519bc8382,-2.3941615,0.070961215,0.74577904,1.0878568,0.6864542
51b7034e6,-1.7051626,-0.2603685,1.3471048,0.26537076,0.48124978
5297d9ba8,-0.6902799,0.97837895,0.8856945,0.15550457,-1.3885778
52d65015d,-1.6003916,0.58107233,0.9689018,-0.079971045,0.013756558
52da0c86c,-1.4319118,0.16640157,0.19828455,-0.047563467,0.8940112
5328a3ad8,-2.3062694,-1.564405,0.58258,0.805754,2.1959376
5360d72a3,-1.0701994,1.116718,0.46219423,0.5852155,-1.0599983
5377c3a3c,-2.187111,0.6954009,1.473698,0.77187854,-1.0075763
53cab4731,-2.0081084,-0.32511306,0.031546317,0.17204326,1.8113478
53eda13e6,-2.0154345,0.17039287,1.7094234,0.39523643,-0.26539963
5419155f2,-2.12343,1.4028063,0.5261082,0.7916229,-0.7942947
54314d17b,-3.5149565,-1.8680015,1.9866593,1.1797005,2.4009345
5458f8a35,-2.0760617,-0.38342822,0.1176375,0.39868906,1.7298995
546a913cc,-2.182799,-0.61403793,1.1052133,0.57399833,0.9208053
54791dc58,-3.20961,-0.21931705,0.019889666,1.6439705,1.2575102
573ebc9a8,-0.99837184,0.6877909,0.8455317,0.28759927,-0.9149077
5776e3791,-2.033533,-0.6884776,-0.096559994,1.0245152,1.8640151
583d4b36c,-1.7692338,0.83179057,0.5702237,0.19481158,-0.22399485
58fe1756c,-1.91897,1.0530968,0.34169924,0.6745153,0.073033705
5980b0699,-1.1273683,0.4875047,0.9095316,0.06768358,-0.44416237
598479067,-1.1118388,0.5573905,0.67169404,-0.14239047,-0.4321866
59a320894,-1.8975089,-0.02199521,0.7748673,0.17813477,0.7263123
59b66be84,-2.7479725,1.6434058,0.3942787,0.13680688,0.096244074
5a21eec6d,-0.62870306,0.91839266,1.1601408,-0.8392155,-0.81043756
5a7207717,-2.9442544,0.21415028,0.8576478,0.8202023,0.8512343
5ab429fcb,-1.9143028,0.5672022,1.1507165,0.45423546,-0.28057337
5ab4a7a66,-1.4171802,0.2502287,0.980681,0.37753925,-0.35391495
5ac95823c,-1.390656,0.13285317,0.50082636,0.7197009,0.24375683
5aced80cd,-1.0483512,0.020217337,0.10504576,0.44240698,0.57436144
5ae7359ab,-1.1713598,0.16094673,1.1469839,0.10562524,-0.30046764
5b8610245,-1.0108286,0.2681391,0.095851004,0.449245,0.23644146
5bb4cc5d3,-1.9163188,-0.98917043,0.9037472,0.83844376,1.082446
5bd0c6dc7,-1.6027237,0.58951306,0.10147622,0.2581587,0.60934794
5c150efc9,-2.0858028,1.2453403,0.95010644,0.7263592,-1.2682717
5c2fdb3cd,-0.86751026,0.9082799,1.0446975,-0.0038316697,-1.2752204
5c60d114f,-1.2704508,0.58854747,0.37730756,0.2882136,-0.20008734
5c60f7300,-1.8777736,0.57691824,0.60196733,0.4669136,0.3064563
5c67a27f5,-3.621268,-1.1436485,0.48581707,1.3859272,2.7686913
5d45dae82,-0.7092015,1.1331675,1.0476784,-0.2723632,-1.4847133
5d517a321,-2.9625206,0.15619478,0.70225644,0.1711362,1.3074018
5df70cb5a,-1.0091212,-0.3469271,-0.20273463,0.42677623,1.1350431
5df99d229,-1.8386755,1.2070721,1.2247713,0.4437692,-1.2003568
5e10e3f87,-3.2600234,-1.9885085,0.48963705,1.3210174,3.7158
5e2bbb163,-1.9297233,0.057052925,1.289648,0.701118,-0.1471301
5e4c387b2,-1.9143456,0.8843197,1.1118355,0.8585865,-1.2771456
5e5038eb5,-0.98185617,1.2868164,0.335289,-0.2556641,-0.40268323
5fed61438,-3.573017,-0.5362546,0.26823646,2.0793285,1.9275053
603892936,-1.5325406,0.09803368,0.13423027,1.0981319,-0.1447021
611c6421b,-2.2927947,-0.37920734,1.3476764,0.8514176,0.4291892
6120ace5c,-1.9131141,0.07586299,1.677549,0.3449567,-0.6063483
6138cd70d,-0.27227673,1.1262851,1.210586,-0.060347535,-1.8999685
6146d435c,-3.1229734,-1.7293766,0.58008426,1.7973042,2.5059896
615f2f661,-2.958726,-0.07590485,0.17603552,1.3437068,1.2824458
61fa7980d,-1.8027723,0.24052683,0.4674502,1.0028962,0.06711421
6223c652f,-1.9074137,-0.43560037,0.76478654,0.69975543,0.64946586
622f08247,-3.5597062,-0.070974894,0.4167411,0.86124897,2.203055
625543b75,-2.4980233,-0.025529481,1.1202326,0.8461697,0.23174982
63e2cb92e,-2.2237084,-0.08731926,0.21204382,0.6406879,1.7468586
63f2be2e0,-1.5258859,0.4516112,1.1916455,-0.36667955,0.27190027
6436c1a59,-2.0057604,0.083179526,0.7241971,0.13593529,0.6568303
64904cb52,-1.3756194,1.0626385,1.8614058,-0.06643284,-1.5791366
64eed5e14,-1.0103819,-0.3268282,1.089211,-1.120036,1.0310568
65de38d1d,-0.6633114,1.0095204,0.7882041,-0.23802975,-1.129681
65df826e8,-0.755385,1.7913277,0.9578249,0.030344125,-2.1867871
66064ba80,-1.6985387,0.8680238,1.2391069,0.5468859,-0.92328537
6608d48b2,-4.742556,-0.6953329,1.828069,1.9775772,1.3540227
66201cf73,-1.2124071,-1.0635724,0.25089377,0.25538853,1.3939879
670535e94,-1.0539857,0.88408405,0.601575,0.477034,-0.75179756
672cc8af8,-1.1430309,0.89437693,0.814142,-0.08747602,-0.7530361
675a05fed,-2.2732344,0.42182657,0.4483337,0.851885,0.63547015
68e6f19f5,-1.6822181,1.166029,0.2696039,-0.5699191,0.41209576
68f3cfdcb,-2.8871899,-0.42956057,0.93029517,0.9670475,0.9652546
69262e404,-1.9669347,0.056165054,0.6815246,-0.028382614,0.86769825
693a90fda,-0.5215385,0.71110415,0.46025977,-0.11915456,-0.73657304
6945dbebb,-1.777885,-0.3606957,0.29726863,0.4660115,1.3444436
6975353f1,-2.5304005,0.11803791,1.5510868,0.6838588,-0.048473176
69c9ba4b3,-2.0335963,0.39066693,0.776129,-0.04329482,0.30643058
6a633ab6c,-0.89001596,1.2393917,1.2019339,-0.3296799,-1.3324795
6a6e8e4eb,-2.1953378,0.09866135,0.6921684,0.69066894,0.486587
6ab4a944b,-1.5685589,-0.25266498,0.013957897,0.4731376,1.3628322
6ac38f654,-2.2710505,-0.28505945,0.33546793,0.7555609,1.2164031
6ac437438,-1.0844915,0.8677156,0.56145984,-0.009610385,-0.788465
6ae5689d3,-2.0847583,1.2699119,0.99830365,0.6147265,-1.0446315
6aff78ff8,-4.019312,-0.07933604,-0.064612195,1.7719524,1.7949489
6b65fa006,-1.5073708,0.37565276,0.019413518,0.26306686,0.67996573
6c3b8c99c,-2.6760106,-0.2282938,0.21202259,0.47613934,1.9853666
6c7c5555f,-2.2531393,-1.13715,1.0603144,0.6892715,1.5781428
6c7fc08e6,-1.200736,0.7466282,1.2161564,0.1891807,-1.1755551
6d2c3b550,-0.2891654,1.4862193,1.6136059,-0.011809245,-2.843667
6dc193313,-1.4463502,0.0413085,0.814285,0.09692232,0.44356987
6e5f03ddf,-1.9205903,-0.504779,0.7979924,1.0258632,0.31802145
6f0d943dc,-1.0700586,-0.09089247,0.032034874,-0.9043807,1.8101317
6f28d2ab3,-1.252908,1.1399156,-0.37266624,0.56816345,-0.09038909
6f512ee65,-3.0759141,-0.76786405,1.789088,1.7512662,0.51578164
6f863a03a,-2.226019,1.8214493,2.1169343,0.087093264,-1.8021435
6fdb43f0b,-3.1084962,-0.57200664,-0.28149328,2.0676115,1.6397613
700a93465,-1.6772573,0.19147502,0.4648962,0.3770226,0.7122748
70112a1b9,-1.2720733,1.7769929,0.63014233,0.24300615,-1.6287371
7026f3191,-1.0852877,0.51885337,-0.1032759,0.11673321,0.46543998
702bee848,-2.0481713,-0.90775084,0.7089874,0.6910614,1.7854896
708ce5f42,-1.6173283,0.79466945,-0.009357985,0.23268981,0.415722
70900313d,-2.3149788,0.08561902,1.841288,1.8015956,-1.1557491
70a90deaf,-2.9983618,-0.68332756,1.1867235,0.85983115,1.6765097
70c811b9d,-2.1563542,-1.1730571,0.9310192,0.36425015,2.047369
714b4fa64,-1.3771192,0.4350691,0.59273446,0.098058686,0.14378767
71a92867d,-3.1174653,-0.63327783,1.1324857,1.9051893,0.24818304
72b0f5c4d,-1.3767489,1.0304657,0.7296087,-0.0019884296,-0.94013506
72e76bc9b,-2.2757728,-0.76516074,-0.4018231,1.1853254,2.4863505
73d28220c,-2.6111155,-0.12272038,-0.15396248,0.87039435,1.4187126
73d65de2d,-1.8580126,0.3286702,0.8189298,0.63389033,0.07670136
73dedcf29,-1.9557713,-0.37307248,0.38221803,0.79506093,1.3009275
74d40e344,-2.1013393,-0.69006914,0.08516887,0.6705704,1.9790792
756025f7c,-1.1978377,0.77900034,0.8003463,-0.39602473,-0.12892038
756eaf5eb,-0.9146419,0.66785085,0.2856089,-0.26564312,0.033801824
758a6def9,-0.97924757,0.64825517,1.0304801,-0.13380858,-0.59272516
75bd3a017,-3.1194506,-0.38860312,1.7745999,1.3606983,0.29510966
75c84313d,-2.29271,0.8430103,0.45111996,0.28975135,1.0200721
75f3f26cd,-1.7530859,0.38243112,0.2070323,0.8773016,0.18868443
75f574b0a,-2.0279377,0.19083402,-0.07273783,-0.13170148,1.8265423
7611934a0,-2.5452929,0.06839504,1.1461549,0.4745318,0.797289
76e071fcb,-2.4790177,0.27123797,0.7328182,0.83745867,0.3163186
776f7e340,-2.0562346,0.072109394,1.0564492,0.7894148,0.14982674
779d50e4f,-2.417269,-0.60328025,0.029132487,0.6052553,2.2612562
77c9c2e64,-1.1796062,-0.09220638,0.70405924,0.19309326,0.06863006
783a31182,-1.0596602,0.9416567,0.56367266,0.02605031,-0.58018166
79075eca4,-1.9495429,-0.357031,1.5093874,0.6751647,-0.17589414
797725280,-1.6410557,0.551134,1.09546,0.08463639,-0.1801649
7986a1870,-3.0759141,-0.76786405,1.789088,1.7512662,0.51578164
799cbc9e1,-1.4671764,1.0043572,0.8499364,0.5330611,-1.04535
79b439763,-2.461363,0.5851424,0.13417666,1.0727412,0.5790483
79db05f63,-1.0097772,0.7331728,0.6787779,0.0017402209,-0.4528363
7a3471df7,-2.9954557,-1.0825337,1.1930746,0.31584567,2.1881692
7a54b760e,-2.657154,-0.70670116,-0.57299477,0.71550316,2.6819823
7b22d0224,-1.1423897,0.045528613,0.6487031,0.7241819,-0.45380646
7b2336880,-1.4355476,0.3669656,0.8810228,0.5606067,-0.14451447
7b8a09f2d,-1.7849444,-0.020772822,0.7516596,0.9458931,0.44767505
7be394a98,-1.7408899,0.25586134,1.0668406,0.33900332,-0.13886239
7c4b2e0c0,-0.44574374,0.83850825,1.0694591,-0.15478344,-1.4838334
7c559dedd,-2.7225943,0.1692509,0.38408142,1.150932,0.99350035
7cc040670,-1.2257459,0.5556998,0.58103067,0.069050625,-0.13180012
7d18ee078,-1.4242785,-0.07768384,0.6866766,0.12682047,0.42690572
7d25e2e3b,-1.5123532,0.85202366,0.12236303,0.14519642,0.3034617
7d6cd8ac7,-1.6336715,0.50973386,0.62995046,-0.3692164,0.571736
7e1af1787,-1.4787012,-0.84555775,0.7145875,0.63110846,1.0086507
7e6d7cbb3,-0.067089766,1.0279549,0.5184419,-0.56761104,-0.9785104
7ead795bb,-1.4953326,-0.1553717,0.931909,0.49350294,0.09751014
7fab3c124,-3.76862,-0.039554127,0.24748334,1.5344942,1.3382454
7feb1774c,-1.7099758,0.9009383,0.23168924,0.62897694,-0.022725958
80092bbd9,-1.3142567,0.9229497,0.4566238,0.3589802,-0.00068677077
